id,device_id,temperature,humidity,outdoor_temperature,weather_condition,alert,timestamp
44,ESP32_SIM_1,19.62,42.43,13.1,Overcast,0,2025-12-30T20:17:45.123244
45,ESP32_SIM_1,23.42,39.81,13.1,Overcast,0,2025-12-30T20:18:45.123244
46,ESP32_SIM_1,20.16,43.87,13.1,Overcast,0,2025-12-30T20:19:45.123244
47,ESP32_SIM_1,20.23,47.16,13.1,Overcast,0,2025-12-30T20:20:45.123244
48,ESP32_SIM_1,23.84,44.4,13.1,Overcast,0,2025-12-30T20:21:45.123244
49,ESP32_SIM_1,23.8,37.55,13.1,Overcast,0,2025-12-30T20:22:45.123244
50,ESP32_SIM_1,24.17,50.94,13.1,Overcast,0,2025-12-30T20:23:45.123244
51,ESP32_SIM_1,23.81,49.23,13.1,Overcast,0,2025-12-30T19:40:08.508530
52,ESP32_SIM_1,30.24,49.7,13.1,Overcast,1,2025-12-30T19:41:08.508530
53,ESP32_SIM_1,19.76,43.87,13.1,Overcast,0,2025-12-30T19:42:08.508530
54,ESP32_SIM_1,31.9,50.26,13.1,Overcast,1,2025-12-30T19:43:08.508530
55,ESP32_SIM_1,22.03,51.79,13.1,Overcast,0,2025-12-30T19:44:08.508530
56,ESP32_SIM_1,20.33,45.77,13.1,Overcast,0,2025-12-30T19:45:08.508530
57,ESP32_SIM_1,22.21,41.94,13.1,Overcast,0,2025-12-30T19:46:08.508530
58,ESP32_SIM_1,21.91,47.38,13.1,Overcast,0,2025-12-30T19:47:08.508530
59,ESP32_SIM_1,23.94,41.16,13.1,Overcast,0,2025-12-30T19:48:08.508530
60,ESP32_SIM_1,21.18,46.11,13.1,Overcast,0,2025-12-30T19:49:08.508530
61,ESP32_SIM_1,20.43,42.16,13.1,Overcast,0,2025-12-30T19:50:08.508530
62,ESP32_SIM_1,21.54,51.29,13.1,Overcast,0,2025-12-30T19:51:08.508530
63,ESP32_SIM_1,20.16,51.19,13.1,Overcast,0,2025-12-30T19:52:08.508530
64,ESP32_SIM_1,23.44,39.03,13.1,Overcast,0,2025-12-30T19:53:08.508530
65,ESP32_SIM_1,22.03,47.7,13.1,Overcast,0,2025-12-30T19:54:08.508530
66,ESP32_SIM_1,19.56,42.49,13.1,Overcast,0,2025-12-30T19:55:08.508530
67,ESP32_SIM_1,23.2,40.23,13.1,Overcast,0,2025-12-30T19:56:08.508530
68,ESP32_SIM_1,23.38,52.1,13.1,Overcast,0,2025-12-30T19:57:08.508530
69,ESP32_SIM_1,21.38,41.29,13.1,Overcast,0,2025-12-30T19:58:08.508530
70,ESP32_SIM_1,21.25,50.25,13.1,Overcast,0,2025-12-30T19:59:08.508530
71,ESP32_SIM_1,21.83,49.03,13.1,Overcast,0,2025-12-30T20:00:08.508530
72,ESP32_SIM_1,24.34,42.64,13.1,Overcast,0,2025-12-30T20:01:08.508530
73,ESP32_SIM_1,20.42,42.87,13.1,Overcast,0,2025-12-30T20:02:08.508530
74,ESP32_SIM_1,22.01,51.4,13.1,Overcast,0,2025-12-30T20:03:08.508530
75,ESP32_SIM_1,23.29,48.53,13.0,Overcast,0,2025-12-30T20:04:08.508530
76,ESP32_SIM_1,24.42,52.39,13.0,Overcast,0,2025-12-30T20:05:08.508530
77,ESP32_SIM_1,24.13,51.89,13.0,Overcast,0,2025-12-30T20:06:08.508530
78,ESP32_SIM_1,24.27,48.15,13.0,Overcast,0,2025-12-30T20:07:08.508530
79,ESP32_SIM_1,22.81,51.4,13.0,Overcast,0,2025-12-30T20:08:08.508530
80,ESP32_SIM_1,19.61,39.7,13.0,Overcast,0,2025-12-30T20:09:08.508530
81,ESP32_SIM_1,23.47,43.08,13.0,Overcast,0,2025-12-30T20:10:08.508530
82,ESP32_SIM_1,22.43,46.73,13.0,Overcast,0,2025-12-30T20:11:08.508530
83,ESP32_SIM_1,23.86,44.52,13.0,Overcast,0,2025-12-30T20:12:08.508530
84,ESP32_SIM_1,22.81,45.24,13.0,Overcast,0,2025-12-30T20:13:08.508530
85,ESP32_SIM_1,20.78,45.78,13.0,Overcast,0,2025-12-30T20:14:08.508530
86,ESP32_SIM_1,20.8,40.73,13.0,Overcast,0,2025-12-30T20:15:08.508530
87,ESP32_SIM_1,22.96,42.45,13.0,Overcast,0,2025-12-30T20:16:08.508530
88,ESP32_SIM_1,23.95,44.94,13.0,Overcast,0,2025-12-30T20:17:08.508530
89,ESP32_SIM_1,24.03,43.82,13.0,Overcast,0,2025-12-30T20:18:08.508530
90,ESP32_SIM_1,20.3,51.73,13.0,Overcast,0,2025-12-30T20:19:08.508530
91,ESP32_SIM_1,22.7,38.48,13.0,Overcast,0,2025-12-30T20:20:08.508530
92,ESP32_SIM_1,19.75,45.84,13.0,Overcast,0,2025-12-30T20:21:08.508530
93,ESP32_SIM_1,21.74,50.19,13.0,Overcast,0,2025-12-30T20:22:08.508530
94,ESP32_SIM_1,23.91,46.75,13.0,Overcast,0,2025-12-30T20:23:08.508530
95,ESP32_SIM_1,29.94,46.23,13.0,Overcast,1,2025-12-30T20:24:08.508530
96,ESP32_SIM_1,19.84,48.73,13.0,Overcast,0,2025-12-30T20:25:08.508530
97,ESP32_SIM_1,22.22,51.87,13.0,Overcast,0,2025-12-30T20:26:08.508530
98,ESP32_SIM_1,23.56,45.53,13.0,Overcast,0,2025-12-30T20:27:08.508530
99,ESP32_SIM_1,23.05,46.02,13.0,Overcast,0,2025-12-30T20:28:08.508530
100,ESP32_SIM_1,23.33,51.09,13.0,Overcast,0,2025-12-30T20:29:08.508530
